
Begin
Calibrating...OK
DMP Initializing...OK
1	0.01	0.00	-0.24	0.99	-0.12	-0.01	-0.00
2	0.02	0.01	-0.16	0.99	-0.12	-0.01	-0.00
3	0.03	0.01	-0.10	0.99	-0.12	-0.01	-0.00
4	0.03	0.02	-0.06	0.99	-0.12	-0.01	-0.00
5	0.04	0.02	-0.03	0.99	-0.12	-0.01	-0.00
6	0.04	0.02	-0.00	0.99	-0.12	-0.01	-0.00
7	0.04	0.03	0.01	0.99	-0.12	-0.01	-0.00
8	0.04	0.03	0.03	0.99	-0.12	-0.01	-0.00
9	0.04	0.03	0.03	0.99	-0.13	-0.01	-0.00
10	0.04	0.03	0.04	0.99	-0.13	-0.01	-0.00
11	0.05	0.03	0.05	0.99	-0.13	-0.01	-0.00
12	0.04	0.03	0.05	0.99	-0.13	-0.01	-0.00
13	0.05	0.03	0.05	0.99	-0.13	-0.01	-0.00
14	0.05	0.03	0.05	0.99	-0.13	-0.01	-0.00
15	0.04	0.03	0.05	0.99	-0.13	-0.01	-0.00
16	0.05	0.03	0.06	0.99	-0.13	-0.01	-0.00
17	0.05	0.03	0.06	0.99	-0.13	-0.02	-0.00
18	0.05	0.03	0.06	0.99	-0.13	-0.02	-0.00
19	0.05	0.03	0.06	0.99	-0.13	-0.02	-0.00
20	0.05	0.03	0.06	0.99	-0.13	-0.02	-0.00
21	0.05	0.03	0.06	0.99	-0.13	-0.02	-0.00
22	0.04	0.03	0.06	0.99	-0.13	-0.02	-0.00
23	0.05	0.04	0.06	0.99	-0.13	-0.02	-0.00
24	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
25	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
26	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
27	0.05	0.04	0.06	0.99	-0.13	-0.02	-0.00
28	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
29	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
30	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
31	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
32	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
33	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
34	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
35	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
36	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
37	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
38	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
39	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
40	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
41	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
42	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
43	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
44	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
45	0.04	0.04	0.06	0.99	-0.13	-0.02	-0.00
46	0.04	0.05	0.06	0.99	-0.13	-0.02	-0.00
47	0.04	0.05	0.06	0.99	-0.13	-0.02	-0.00
48	0.04	0.05	0.06	0.99	-0.13	-0.02	-0.00
49	0.04	0.05	0.06	0.99	-0.13	-0.02	-0.00
50	0.04	0.05	0.06	0.99	-0.13	-0.02	-0.00
51	0.04	0.05	0.06	0.99	-0.13	-0.02	-0.00
52	0.04	0.05	0.06	0.99	-0.13	-0.02	-0.01
53	0.04	0.05	0.06	0.99	-0.13	-0.02	-0.01
54	0.04	0.05	0.06	0.99	-0.13	-0.02	-0.01
55	0.04	0.05	0.06	0.99	-0.13	-0.02	-0.01
56	0.04	0.05	0.06	0.99	-0.13	-0.02	-0.01
57	0.04	0.05	0.06	0.99	-0.13	-0.02	-0.01
58	0.04	0.05	0.06	0.99	-0.13	-0.02	-0.01
59	0.04	0.05	0.06	0.99	-0.13	-0.02	-0.01
60	0.04	0.05	0.06	0.99	-0.13	-0.02	-0.01
61	0.04	0.05	0.06	0.99	-0.13	-0.02	-0.01
62	0.04	0.05	0.06	0.99	-0.13	-0.02	-0.01
63	0.04	0.05	0.06	0.99	-0.14	-0.02	-0.01
64	0.04	0.05	0.06	0.99	-0.14	-0.02	-0.01
65	0.04	0.05	0.06	0.99	-0.14	-0.02	-0.01
66	0.04	0.05	0.06	0.99	-0.14	-0.02	-0.01
67	0.04	0.05	0.06	0.99	-0.14	-0.02	-0.01
68	0.03	0.05	0.06	0.99	-0.14	-0.02	-0.01
69	0.04	0.05	0.06	0.99	-0.14	-0.02	-0.01
70	0.03	0.05	0.06	0.99	-0.14	-0.02	-0.01
71	0.03	0.05	0.06	0.99	-0.14	-0.02	-0.01
72	0.03	0.05	0.06	0.99	-0.14	-0.02	-0.01
73	0.03	0.05	0.06	0.99	-0.14	-0.02	-0.01
74	0.03	0.05	0.06	0.99	-0.14	-0.02	-0.01
75	0.03	0.05	0.06	0.99	-0.14	-0.02	-0.01
76	0.03	0.05	0.06	0.99	-0.14	-0.02	-0.01
77	0.03	0.05	0.06	0.99	-0.14	-0.02	-0.01
78	0.03	0.05	0.06	0.99	-0.14	-0.02	-0.01
79	0.03	0.05	0.06	0.99	-0.14	-0.02	-0.01
80	0.03	0.05	0.06	0.99	-0.14	-0.02	-0.01
81	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
82	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
83	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
84	0.03	0.05	0.06	0.99	-0.14	-0.02	-0.01
85	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
86	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
87	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
88	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
89	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
90	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
91	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
92	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
93	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
94	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
95	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
96	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
97	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
98	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
99	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
100	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
101	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
102	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
103	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
104	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
105	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
106	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
107	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
108	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
109	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
110	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
111	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
112	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
113	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
114	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
115	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
116	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
117	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
118	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
119	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
120	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
121	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
122	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
123	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
124	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
125	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
126	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
127	0.03	0.06	0.06	0.99	-0.14	-0.02	-0.01
128	0.03	0.07	0.06	0.99	-0.14	-0.02	-0.01
129	0.03	0.07	0.06	0.99	-0.14	-0.02	-0.01
130	0.03	0.07	0.06	0.99	-0.14	-0.02	-0.01
131	0.03	0.07	0.06	0.99	-0.14	-0.02	-0.01
132	0.03	0.07	0.06	0.99	-0.14	-0.02	-0.01
133	0.03	0.07	0.06	0.99	-0.14	-0.02	-0.01
134	0.03	0.07	0.06	0.99	-0.14	-0.02	-0.01
135	0.03	0.07	0.06	0.99	-0.14	-0.02	-0.01
136	0.03	0.07	0.06	0.99	-0.14	-0.02	-0.01
137	0.03	0.07	0.06	0.99	-0.14	-0.02	-0.01
138	0.03	0.07	0.06	0.99	-0.14	-0.02	-0.01
139	0.03	0.07	0.06	0.99	-0.14	-0.02	-0.01
140	0.03	0.07	0.06	0.99	-0.14	-0.02	-0.01
141	0.03	0.07	0.06	0.99	-0.14	-0.02	-0.01
142	0.02	0.07	0.06	0.99	-0.14	-0.02	-0.01
143	0.03	0.07	0.06	0.99	-0.14	-0.02	-0.01
144	0.02	0.07	0.06	0.99	-0.14	-0.02	-0.01
145	0.02	0.07	0.06	0.99	-0.14	-0.02	-0.01
146	0.02	0.07	0.06	0.99	-0.14	-0.02	-0.01
147	0.02	0.07	0.06	0.99	-0.14	-0.02	-0.01
148	0.02	0.07	0.06	0.99	-0.14	-0.02	-0.01
149	0.02	0.07	0.06	0.99	-0.14	-0.02	-0.01
150	0.02	0.07	0.06	0.99	-0.14	-0.02	-0.01
151	0.02	0.07	0.06	0.99	-0.14	-0.02	-0.01
152	0.02	0.07	0.06	0.99	-0.14	-0.02	-0.01
153	0.02	0.07	0.06	0.99	-0.14	-0.02	-0.01
154	0.02	0.07	0.06	0.99	-0.14	-0.02	-0.01
155	0.02	0.07	0.06	0.99	-0.14	-0.02	-0.01
156	0.02	0.07	0.06	0.99	-0.14	-0.02	-0.01
157	0.02	0.07	0.06	0.99	-0.14	-0.02	-0.01
158	0.03	0.07	0.06	0.99	-0.14	-0.02	-0.01
159	0.03	0.07	0.06	0.99	-0.14	-0.02	-0.01
160	0.03	0.07	0.06	0.99	-0.14	-0.02	-0.01
161	0.03	0.07	0.06	0.99	-0.15	-0.02	-0.01
162	0.03	0.07	0.06	0.99	-0.15	-0.02	-0.01
163	0.02	0.07	0.06	0.99	-0.15	-0.02	-0.02
164	0.02	0.07	0.06	0.99	-0.15	-0.02	-0.02
165	0.02	0.07	0.06	0.99	-0.15	-0.02	-0.02
166	0.02	0.07	0.06	0.99	-0.15	-0.02	-0.02
167	0.02	0.07	0.06	0.99	-0.15	-0.02	-0.02
168	0.02	0.07	0.06	0.99	-0.15	-0.02	-0.02
169	0.02	0.07	0.06	0.99	-0.15	-0.02	-0.02
170	0.02	0.07	0.06	0.99	-0.15	-0.02	-0.02
171	0.02	0.07	0.06	0.99	-0.15	-0.02	-0.02
172	0.02	0.07	0.06	0.99	-0.15	-0.02	-0.02
173	0.02	0.07	0.06	0.99	-0.15	-0.02	-0.02
174	0.02	0.07	0.06	0.99	-0.15	-0.03	-0.02
175	0.02	0.07	0.06	0.99	-0.15	-0.03	-0.02
